,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,dt_obj,pl_T,pl_rprs2,scale,TSM,efficiency
2144,Kepler-362 b,Kepler-362,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,10.32732564,7.568e-05,-7.568e-05,0.0,0.0934,,,0.0,1.7409999999999999,0.568,-0.2,0.0,0.155,0.051,-0.018000000000000002,0.0,,,,,,,,,,0.0,,,0.0,207.34,22.66,-19.79,0.0,838.0,,,0.0,88.47,,,0.0,0,1.889,0.195,-0.195,0.0,28.2,12.7,-12.7,0.0,0.01124,0.00359,-0.00109,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5745.22,169.74,-169.74,0.0,1.28,0.1,-0.09,0.0,1.03,0.06,-0.06,0.0,-0.156,0.159,-0.159,0.0,[M/H],4.23,0.05,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m05.18s,291.77160299999997,+47d31m47.71s,47.5299192,1090.51,54.49,-54.49,14.608,0.16,-0.16,13.322,0.025,-0.025,12.921,0.022,-0.022,12.784,0.031,-0.031,14.4863,0.00032,-0.00032,2019-04-16,2019-03,2019-04-18,2019-03-01,967.6336303896792,0.0001263376,1.26,,1.0
2145,Kepler-362 c,Kepler-362,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,37.86572291,0.00019987,-0.00019987,0.0,0.2221,,,0.0,2.798,0.218,-0.192,0.0,0.25,0.019,-0.017,0.0,,,,,,,,,,0.0,,,0.0,36.67,4.01,-3.5,0.0,543.0,,,0.0,89.83,,,0.0,1,4.782,0.134,-0.134,0.0,60.62,4.8,-4.8,0.0,0.01806,0.0006900000000000001,-0.0005099999999999999,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5745.22,169.74,-169.74,0.0,1.28,0.1,-0.09,0.0,1.03,0.06,-0.06,0.0,-0.156,0.159,-0.159,0.0,[M/H],4.23,0.05,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m05.18s,291.77160299999997,+47d31m47.71s,47.5299192,1090.51,54.49,-54.49,14.608,0.16,-0.16,13.322,0.025,-0.025,12.921,0.022,-0.022,12.784,0.031,-0.031,14.4863,0.00032,-0.00032,2019-04-16,2019-03,2019-04-18,2019-03-01,627.5060363740271,0.00032616359999999996,1.28,,1.0
2146,Kepler-363 b,Kepler-363,0,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,3.61457091,2.839e-05,-2.839e-05,0.0,0.0487,,,0.0,1.3230000000000002,0.063,-0.11800000000000001,0.0,0.11800000000000001,0.006,-0.011000000000000001,0.0,,,,,,,,,,0.0,,,0.0,1000.24,27.53,-26.62,0.0,1347.0,,,0.0,86.02,,,0.0,0,3.227,0.226,-0.226,0.0,7.44,2.6,-2.6,0.0,0.007520000000000001,0.00016,-0.0006,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5529.7,119.1,-96.96,0.0,1.66,0.08,-0.08,0.0,0.97,0.16,-0.09,0.0,0.397,0.026000000000000002,-0.026000000000000002,0.0,[M/H],3.99,0.07,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m46.10s,283.19207789999996,+41d18m19.50s,41.3054172,762.596,7.25,-7.118,13.472,0.046,-0.046,12.111,0.024,-0.024,11.755,0.028,-0.028,11.697,0.021,-0.021,13.316,0.00018,-0.00018,2019-04-16,2019-03,2019-04-18,2019-03-01,1434.056409715788,5.655040000000001e-05,0.19,,1.0
2148,Kepler-363 d,Kepler-363,0,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,11.93207573,5.122e-05,-5.122e-05,0.0,0.1079,,,0.0,2.121,0.121,-0.09699999999999999,0.0,0.18899999999999997,0.011000000000000001,-0.009000000000000001,0.0,,,,,,,,,,0.0,,,0.0,203.76,5.61,-5.42,0.0,905.0,,,0.0,89.52,,,0.0,0,6.205,0.101,-0.101,0.0,14.769,0.393,-0.393,0.0,0.01206,0.00045,-0.00023999999999999998,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5529.7,119.1,-96.96,0.0,1.66,0.08,-0.08,0.0,0.97,0.16,-0.09,0.0,0.397,0.026000000000000002,-0.026000000000000002,0.0,[M/H],3.99,0.07,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m46.10s,283.19207789999996,+41d18m19.50s,41.3054172,762.596,7.25,-7.118,13.472,0.046,-0.046,12.111,0.024,-0.024,11.755,0.028,-0.028,11.697,0.021,-0.021,13.316,0.00018,-0.00018,2019-04-16,2019-03,2019-04-18,2019-03-01,963.4294406340747,0.0001454436,1.26,,1.0
2149,Kepler-364 b,Kepler-364,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,25.74609259,0.00030053,-0.00030053,0.0,0.1768,,,0.0,1.6480000000000001,0.27699999999999997,-0.12,0.0,0.147,0.025,-0.011000000000000001,0.0,,,,,,,,,,0.0,,,0.0,68.71,1.92,-1.87,0.0,753.0,,,0.0,88.22,,,0.0,0,7.073,0.205,-0.205,0.0,21.3,8.8,-8.8,0.0,0.01145,0.00186,-0.0006900000000000001,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6199.63,33.58,-33.58,0.0,1.3,0.06,-0.05,0.0,1.19,0.11,-0.08,0.0,-0.031,0.032,-0.032,0.0,[M/H],4.29,0.15,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m16.80s,281.5699998,+47d23m55.04s,47.3986233,891.462,9.894,-9.894,13.754,0.103,-0.103,12.676,0.022,-0.022,12.419,0.02,-0.02,12.388,0.018,-0.018,13.6134,0.000221,-0.000221,2019-04-16,2019-03,2019-04-18,2019-03-01,734.1675207063222,0.0001311025,1.26,,1.0
2150,Kepler-364 c,Kepler-364,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,59.98067943,0.00035764,-0.00035764,0.0,0.3108,,,0.0,2.675,0.128,-0.45,0.0,0.239,0.011000000000000001,-0.04,0.0,,,,,,,,,,0.0,,,0.0,22.23,0.62,-0.6,0.0,568.0,,,0.0,88.03,,,0.0,1,7.588,0.169,-0.169,0.0,26.6,13.2,-13.2,0.0,0.018580000000000003,0.00037999999999999997,-0.00303,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6199.63,33.58,-33.58,0.0,1.3,0.06,-0.05,0.0,1.19,0.11,-0.08,0.0,-0.031,0.032,-0.032,0.0,[M/H],4.29,0.15,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m16.80s,281.5699998,+47d23m55.04s,47.3986233,891.462,9.894,-9.894,13.754,0.103,-0.103,12.676,0.022,-0.022,12.419,0.02,-0.02,12.388,0.018,-0.018,13.6134,0.000221,-0.000221,2019-04-16,2019-03,2019-04-18,2019-03-01,553.70066628064,0.0003452164000000001,1.26,,1.0
2151,Kepler-365 b,Kepler-365,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,10.66489164,5.593e-05,-5.593e-05,0.0,0.0961,,,0.0,1.76,0.57,-0.23,0.0,0.16,0.048,-0.016,0.0,,,,,,,,,,0.0,,,0.0,132.15,131.05,-45.49,0.0,865.0,,,0.0,89.29,,,0.0,0,3.159,0.109,-0.109,0.0,24.97,7.3,-7.3,0.0,0.01577,0.00047000000000000004,-0.00055,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6014.0,190.0,-211.0,0.0,1.02,0.33,-0.13,0.0,1.04,0.14,-0.13,0.0,-0.04,0.25,-0.3,0.0,[Fe/H],4.44,0.07,-0.22,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m30.34s,295.62640539999995,+49d07m49.40s,49.1303891,831.996,78.859,-66.484,15.3914,0.0461,-0.0461,,,,,,,,,,15.2291,0.00375,-0.00375,2019-04-16,2019-03,2019-04-18,2019-03-01,864.5835582202216,0.0002486929,1.26,,1.0
2152,Kepler-365 c,Kepler-365,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,17.78400202,0.00013254,-0.00013254,0.0,0.1351,,,0.0,1.6,0.53,-0.21,0.0,0.138,0.025,-0.012,0.0,,,,,,,,,,0.0,,,0.0,66.87,66.3,-23.02,0.0,729.0,,,0.0,89.81,,,0.0,0,3.997,0.143,-0.143,0.0,34.26,1.9,-1.9,0.0,0.01438,0.00067,-0.00045,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6014.0,190.0,-211.0,0.0,1.02,0.33,-0.13,0.0,1.04,0.14,-0.13,0.0,-0.04,0.25,-0.3,0.0,[Fe/H],4.44,0.07,-0.22,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m30.34s,295.62640539999995,+49d07m49.40s,49.1303891,831.996,78.859,-66.484,15.3914,0.0461,-0.0461,,,,,,,,,,15.2291,0.00375,-0.00375,2019-04-16,2019-03,2019-04-18,2019-03-01,729.2022688148179,0.0002067844,1.26,,1.0
2153,Kepler-366 b,Kepler-366,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,3.28191397,1.885e-05,-1.885e-05,0.0,0.0442,,,0.0,2.496,0.20800000000000002,-0.18,0.0,0.223,0.019,-0.016,0.0,,,,,,,,,,0.0,,,0.0,1873.31,227.29,-196.05,0.0,1326.0,,,0.0,88.5,,,0.0,0,2.917,0.0981,-0.0981,0.0,8.51,1.4,-1.4,0.0,0.012620000000000001,0.0005099999999999999,-0.00037,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5947.0,122.0,-122.0,0.0,1.82,0.13,-0.12,0.0,1.09,0.07,-0.07,0.0,0.16,0.15,-0.15,0.0,[Fe/H],3.95,0.1,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m24.49s,296.85203160000003,+49d05m03.97s,49.0844359,1856.28,106.48,-95.72,14.952,0.092,-0.092,13.708,0.023,-0.023,13.385,0.028,-0.028,13.351,0.039,-0.039,14.7901,0.000334,-0.000334,2019-04-16,2019-03,2019-04-18,2019-03-01,1677.6161305827447,0.00015926440000000003,1.26,,1.0
2154,Kepler-366 c,Kepler-366,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,12.51609488,9.829e-05,-9.829e-05,0.0,0.1078,,,0.0,2.912,0.243,-0.213,0.0,0.26,0.022000000000000002,-0.019,0.0,,,,,,,,,,0.0,,,0.0,314.93,38.21,-32.96,0.0,848.0,,,0.0,89.93,,,0.0,0,4.853,0.146,-0.146,0.0,20.0,1.4,-1.4,0.0,0.014719999999999999,0.0006,-0.00045999999999999996,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5947.0,122.0,-122.0,0.0,1.82,0.13,-0.12,0.0,1.09,0.07,-0.07,0.0,0.16,0.15,-0.15,0.0,[Fe/H],3.95,0.1,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m24.49s,296.85203160000003,+49d05m03.97s,49.0844359,1856.28,106.48,-95.72,14.952,0.092,-0.092,13.708,0.023,-0.023,13.385,0.028,-0.028,13.351,0.039,-0.039,14.7901,0.000334,-0.000334,2019-04-16,2019-03,2019-04-18,2019-03-01,1074.2211250641653,0.00021667839999999996,1.28,,1.0
2155,Kepler-367 b,Kepler-367,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,37.8164766,1.8e-06,-1.8e-06,0.0,0.2016,,,0.0,1.195,0.311,-0.07400000000000001,0.0,0.107,0.027999999999999997,-0.006999999999999999,0.0,,,,,,,,,,0.0,,,0.0,5.99,0.1,-0.1,0.0,401.0,,,0.0,89.43,,,0.0,0,4.662,0.162,-0.162,0.0,53.6,19.2,-19.2,0.0,0.01571,0.00403,-0.00074,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4799.55,130.05,-146.16,0.0,0.71,0.06,-0.05,0.0,0.78,0.1,-0.08,0.0,0.19699999999999998,0.013999999999999999,-0.013999999999999999,0.0,[M/H],4.62,0.09,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m10.21s,297.292558,+49d58m54.30s,49.981749900000004,188.027,0.86,-0.854,13.193,0.297,-0.297,11.243,0.024,-0.024,10.752,0.017,-0.017,10.674,0.014,-0.014,12.8482,0.000615,-0.000615,2019-04-16,2019-03,2019-04-18,2019-03-01,398.93017364949725,0.00024680409999999997,0.19,,1.0
2156,Kepler-367 c,Kepler-367,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,53.57824253,0.00021221,-0.00021221,0.0,0.2543,,,0.0,1.151,0.275,-0.146,0.0,0.10300000000000001,0.025,-0.013000000000000001,0.0,,,,,,,,,,0.0,,,0.0,3.76,0.06,-0.06,0.0,357.0,,,0.0,89.16,,,0.0,0,5.194,0.2,-0.2,0.0,52.2,22.2,-22.2,0.0,0.015130000000000001,0.0035600000000000002,-0.00182,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4799.55,130.05,-146.16,0.0,0.71,0.06,-0.05,0.0,0.78,0.1,-0.08,0.0,0.19699999999999998,0.013999999999999999,-0.013999999999999999,0.0,[M/H],4.62,0.09,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m10.21s,297.292558,+49d58m54.30s,49.981749900000004,188.027,0.86,-0.854,13.193,0.297,-0.297,11.243,0.024,-0.024,10.752,0.017,-0.017,10.674,0.014,-0.014,12.8482,0.000615,-0.000615,2019-04-16,2019-03,2019-04-18,2019-03-01,355.0889368755365,0.00022891690000000002,0.19,,1.0
2157,Kepler-368 b,Kepler-368,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,26.84724286,0.00014711,-0.00014711,0.0,0.1833,,,0.0,3.427,0.157,-0.21,0.0,0.306,0.013999999999999999,-0.019,0.0,,,,,,,,,,0.0,,,0.0,107.58,4.3,-4.12,0.0,800.0,,,0.0,88.58,,,0.0,0,10.068,0.119,-0.119,0.0,18.47,8.1,-8.1,0.0,0.014740000000000001,9e-05,-0.00064,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5395.36,128.49,-149.32,0.0,2.19,0.13,-0.15,0.0,0.94,0.14,-0.11,0.0,0.03,0.025,-0.025,0.0,[M/H],3.73,0.11,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m31.20s,291.880018,+45d23m16.23s,45.3878419,770.978,13.886,-13.411,12.946,0.069,-0.069,11.6,0.021,-0.021,11.229,0.017,-0.017,11.175,0.018,-0.018,12.838,0.000194,-0.000194,2019-04-16,2019-03,2019-04-18,2019-03-01,821.2456182905244,0.00021726760000000003,1.28,,1.0
2158,Kepler-368 c,Kepler-368,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,72.3826983,0.0006953,-0.0006953,0.0,0.355,,,0.0,4.51,0.662,-0.518,0.0,0.402,0.059000000000000004,-0.046,0.0,,,,,,,,,,0.0,,,0.0,28.68,1.15,-1.1,0.0,575.0,,,0.0,88.95,,,0.0,0,8.279,0.164,-0.164,0.0,43.0,19.2,-19.2,0.0,0.0194,0.00271,-0.00206,0.0,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,5459.0,109.0,-109.0,0.0,2.13,0.1,-0.09,0.0,0.94,0.14,-0.11,0.0,0.03,0.025,-0.025,0.0,[M/H],3.73,0.11,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m31.20s,291.880018,+45d23m16.23s,45.3878419,770.978,13.886,-13.411,12.946,0.069,-0.069,11.6,0.021,-0.021,11.229,0.017,-0.017,11.175,0.018,-0.018,12.838,0.000194,-0.000194,2018-09-04,2018-10,2018-09-06,2018-10-01,590.1127079569486,0.00037636,1.15,,1.0
2159,Kepler-369 b,Kepler-369,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,2.73276089,5.75e-06,-5.75e-06,0.0,0.0316,,,0.0,1.42,0.1,-0.1,0.0,0.10300000000000001,0.008,-0.006999999999999999,0.0,,,,,,,,,,0.0,,,0.0,52.68,12.88,-10.53,0.0,687.0,,,0.0,86.76,,,0.0,0,1.1102,0.0521,-0.0521,0.0,13.21,5.9,-5.9,0.0,0.02475,0.0037799999999999995,-0.00227,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3655.0,157.0,-157.0,0.0,0.57,0.07,-0.07,0.0,0.56,0.06,-0.06,0.0,0.07,0.15,-0.15,0.0,[Fe/H],4.68,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m41.84s,293.6743322,+47d54m30.50s,47.908472700000004,,,,16.429,0.286,-0.286,13.247,0.022,-0.022,12.594,0.022,-0.022,12.395,0.024,-0.024,15.6683,0.0016899999999999999,-0.0016899999999999999,2019-04-16,2019-03,2019-04-18,2019-03-01,686.9919086680292,0.0006125625,0.19,,1.0
2160,Kepler-369 c,Kepler-369,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,14.87146156,4.469e-05,-4.469e-05,0.0,0.0977,,,0.0,1.59,0.12,-0.1,0.0,0.136,0.038,-0.012,0.0,,,,,,,,,,0.0,,,0.0,5.51,1.35,-1.1,0.0,391.0,,,0.0,89.98,,,0.0,0,2.4076,0.0741,-0.0741,0.0,48.5,4.3,-4.3,0.0,0.0278,0.0011099999999999999,-0.00064,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3655.0,157.0,-157.0,0.0,0.57,0.07,-0.07,0.0,0.56,0.06,-0.06,0.0,0.07,0.15,-0.15,0.0,[Fe/H],4.68,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m41.84s,293.6743322,+47d54m30.50s,47.908472700000004,,,,16.429,0.286,-0.286,13.247,0.022,-0.022,12.594,0.022,-0.022,12.395,0.024,-0.024,15.6683,0.0016899999999999999,-0.0016899999999999999,2019-04-16,2019-03,2019-04-18,2019-03-01,390.68620809921487,0.0007728399999999999,1.26,,1.0
2161,Kepler-37 b,Kepler-37,0,1,4,Transit,2013,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,13.36702031,5.984e-05,-5.984e-05,0.0,0.1025,0.0008,-0.0011,0.0,0.27699999999999997,0.033,-0.025,0.0,0.025,0.003,-0.002,0.0,10.0,,,1.0,0.03146,,,1.0,Mass,0.08,0.21,-0.08,0.0,43.31,0.54,-0.54,0.0,656.0,,,0.0,88.81,0.3,-0.53,0.0,0,3.733,0.648,-0.648,0.0,25.1,10.0,-10.0,0.0,0.00322,0.00036,-0.00026000000000000003,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5391.0,69.74,-138.43,0.0,0.79,0.05,-0.03,0.0,0.94,0.15,-0.09,0.0,-0.3,0.1,-0.1,0.0,[M/H],4.61,0.08,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m14.22s,284.05925030000003,+44d31m06.14s,44.51837329999999,63.9207,0.1196,-0.1191,9.770000999999999,0.004,-0.004,8.356,0.018,-0.018,8.0,0.024,-0.024,7.942,0.013,-0.013,9.54988,0.000258,-0.000258,2019-04-16,2019-03,2019-04-18,2019-03-01,654.1648827412956,1.03684e-05,0.19,0.009055109329597315,0.9164149581913905
